"","stressor.year","stressor.months","stressor.state","stressor.stressor","stressor.stress_pct"
"538",2015,"April-June","West Virginia","Pesticides",2.7
"539",2015,"April-June","West Virginia","Other",4.6
"540",2015,"April-June","West Virginia","Unknown",4.4
"541",2015,"April-June","Wisconsin","Varroa mites",35.3
"542",2015,"April-June","Wisconsin","Other pests/parasites",5.6
"543",2015,"April-June","Wisconsin","Disesases",1
"544",2015,"April-June","Wisconsin","Pesticides",8.2
"545",2015,"April-June","Wisconsin","Other",15.2
"546",2015,"April-June","Wisconsin","Unknown",2.3
"547",2015,"April-June","Wyoming","Varroa mites",19.1
"548",2015,"April-June","Wyoming","Other pests/parasites",17.9
"549",2015,"April-June","Wyoming","Disesases",0.8
"550",2015,"April-June","Wyoming","Pesticides",3.6
"551",2015,"April-June","Wyoming","Other",8.3
"552",2015,"April-June","Wyoming","Unknown",2.4
"553",2015,"April-June","Other States","Varroa mites",36.3
"554",2015,"April-June","Other States","Other pests/parasites",9.1
"555",2015,"April-June","Other States","Disesases",NA
"556",2015,"April-June","Other States","Pesticides",NA
"557",2015,"April-June","Other States","Other",0.1
"558",2015,"April-June","Other States","Unknown",NA
"559",2015,"April-June","United States","Varroa mites",43.4
"560",2015,"April-June","United States","Other pests/parasites",19.5
"561",2015,"April-June","United States","Disesases",4.9
"562",2015,"April-June","United States","Pesticides",16.6
"563",2015,"April-June","United States","Other",11.6
"564",2015,"April-June","United States","Unknown",3.5
"565",2015,"July-September","Alabama","Varroa mites",63.1
"566",2015,"July-September","Alabama","Other pests/parasites",70.6
"567",2015,"July-September","Alabama","Disesases",NA
"568",2015,"July-September","Alabama","Pesticides",2.6
"569",2015,"July-September","Alabama","Other",2.2
"570",2015,"July-September","Alabama","Unknown",17.7
"571",2015,"July-September","Arizona","Varroa mites",53.5
"572",2015,"July-September","Arizona","Other pests/parasites",24.8
"573",2015,"July-September","Arizona","Disesases",5.4
"574",2015,"July-September","Arizona","Pesticides",17.3
"575",2015,"July-September","Arizona","Other",7.6
"576",2015,"July-September","Arizona","Unknown",5.1
"577",2015,"July-September","Arkansas","Varroa mites",69.2
"578",2015,"July-September","Arkansas","Other pests/parasites",32.4
"579",2015,"July-September","Arkansas","Disesases",0.9
"580",2015,"July-September","Arkansas","Pesticides",5
"581",2015,"July-September","Arkansas","Other",1.8
"582",2015,"July-September","Arkansas","Unknown",1.4
"583",2015,"July-September","California","Varroa mites",39.9
"584",2015,"July-September","California","Other pests/parasites",20.4
"585",2015,"July-September","California","Disesases",12.5
"586",2015,"July-September","California","Pesticides",19.6
"587",2015,"July-September","California","Other",15
"588",2015,"July-September","California","Unknown",4.7
"589",2015,"July-September","Colorado","Varroa mites",50.5
"590",2015,"July-September","Colorado","Other pests/parasites",1.5
"591",2015,"July-September","Colorado","Disesases",2.7
"592",2015,"July-September","Colorado","Pesticides",16.5
"593",2015,"July-September","Colorado","Other",3.7
"594",2015,"July-September","Colorado","Unknown",2.7
"595",2015,"July-September","Connecticut","Varroa mites",39.3
"596",2015,"July-September","Connecticut","Other pests/parasites",1.2
"597",2015,"July-September","Connecticut","Disesases",0.4
"598",2015,"July-September","Connecticut","Pesticides",1.5
"599",2015,"July-September","Connecticut","Other",7.8
"600",2015,"July-September","Connecticut","Unknown",NA
"601",2015,"July-September","Florida","Varroa mites",39.5
"602",2015,"July-September","Florida","Other pests/parasites",21.7
"603",2015,"July-September","Florida","Disesases",6.7
"604",2015,"July-September","Florida","Pesticides",22.9
"605",2015,"July-September","Florida","Other",21.9
"606",2015,"July-September","Florida","Unknown",3.4
"607",2015,"July-September","Georgia","Varroa mites",47.6
"608",2015,"July-September","Georgia","Other pests/parasites",16.2
"609",2015,"July-September","Georgia","Disesases",3.6
"610",2015,"July-September","Georgia","Pesticides",21.2
"611",2015,"July-September","Georgia","Other",8.9
"612",2015,"July-September","Georgia","Unknown",3.6
"613",2015,"July-September","Hawaii","Varroa mites",78.1
"614",2015,"July-September","Hawaii","Other pests/parasites",80.5
"615",2015,"July-September","Hawaii","Disesases",0.1
"616",2015,"July-September","Hawaii","Pesticides",0.1
"617",2015,"July-September","Hawaii","Other",2.5
"618",2015,"July-September","Hawaii","Unknown",NA
"619",2015,"July-September","Idaho","Varroa mites",46.8
"620",2015,"July-September","Idaho","Other pests/parasites",5.2
"621",2015,"July-September","Idaho","Disesases",1.7
"622",2015,"July-September","Idaho","Pesticides",10
"623",2015,"July-September","Idaho","Other",2.2
"624",2015,"July-September","Idaho","Unknown",6.4
"625",2015,"July-September","Illinois","Varroa mites",7.7
"626",2015,"July-September","Illinois","Other pests/parasites",3
"627",2015,"July-September","Illinois","Disesases",0.6
"628",2015,"July-September","Illinois","Pesticides",0.4
"629",2015,"July-September","Illinois","Other",3.4
"630",2015,"July-September","Illinois","Unknown",1
"631",2015,"July-September","Indiana","Varroa mites",13.7
"632",2015,"July-September","Indiana","Other pests/parasites",10.3
"633",2015,"July-September","Indiana","Disesases",4.8
"634",2015,"July-September","Indiana","Pesticides",8.2
"635",2015,"July-September","Indiana","Other",1
"636",2015,"July-September","Indiana","Unknown",6.2
"637",2015,"July-September","Iowa","Varroa mites",17.4
"638",2015,"July-September","Iowa","Other pests/parasites",5.8
"639",2015,"July-September","Iowa","Disesases",0.1
"640",2015,"July-September","Iowa","Pesticides",4.7
"641",2015,"July-September","Iowa","Other",5.6
"642",2015,"July-September","Iowa","Unknown",3.4
"643",2015,"July-September","Kansas","Varroa mites",22.5
"644",2015,"July-September","Kansas","Other pests/parasites",16.2
"645",2015,"July-September","Kansas","Disesases",0.2
"646",2015,"July-September","Kansas","Pesticides",14.1
"647",2015,"July-September","Kansas","Other",14.8
"648",2015,"July-September","Kansas","Unknown",1.7
"649",2015,"July-September","Kentucky","Varroa mites",40.4
"650",2015,"July-September","Kentucky","Other pests/parasites",11.3
"651",2015,"July-September","Kentucky","Disesases",1.2
"652",2015,"July-September","Kentucky","Pesticides",6.5
"653",2015,"July-September","Kentucky","Other",9
"654",2015,"July-September","Kentucky","Unknown",2
"655",2015,"July-September","Louisiana","Varroa mites",25.9
"656",2015,"July-September","Louisiana","Other pests/parasites",2.3
"657",2015,"July-September","Louisiana","Disesases",NA
"658",2015,"July-September","Louisiana","Pesticides",1.6
"659",2015,"July-September","Louisiana","Other",3
"660",2015,"July-September","Louisiana","Unknown",0.2
"661",2015,"July-September","Maine","Varroa mites",9.9
"662",2015,"July-September","Maine","Other pests/parasites",3.4
"663",2015,"July-September","Maine","Disesases",13.2
"664",2015,"July-September","Maine","Pesticides",NA
"665",2015,"July-September","Maine","Other",2.6
"666",2015,"July-September","Maine","Unknown",7.8
"667",2015,"July-September","Maryland","Varroa mites",26.9
"668",2015,"July-September","Maryland","Other pests/parasites",19.1
"669",2015,"July-September","Maryland","Disesases",2.9
"670",2015,"July-September","Maryland","Pesticides",22.8
"671",2015,"July-September","Maryland","Other",7.1
"672",2015,"July-September","Maryland","Unknown",2
"673",2015,"July-September","Massachusetts","Varroa mites",16.3
"674",2015,"July-September","Massachusetts","Other pests/parasites",2.9
"675",2015,"July-September","Massachusetts","Disesases",0.4
"676",2015,"July-September","Massachusetts","Pesticides",2.1
"677",2015,"July-September","Massachusetts","Other",2.5
"678",2015,"July-September","Massachusetts","Unknown",0.3
"679",2015,"July-September","Michigan","Varroa mites",44.6
"680",2015,"July-September","Michigan","Other pests/parasites",16.3
"681",2015,"July-September","Michigan","Disesases",7.3
"682",2015,"July-September","Michigan","Pesticides",13.7
"683",2015,"July-September","Michigan","Other",1.8
"684",2015,"July-September","Michigan","Unknown",8.8
"685",2015,"July-September","Minnesota","Varroa mites",33.3
"686",2015,"July-September","Minnesota","Other pests/parasites",14.6
"687",2015,"July-September","Minnesota","Disesases",7.4
"688",2015,"July-September","Minnesota","Pesticides",27.4
"689",2015,"July-September","Minnesota","Other",7
"690",2015,"July-September","Minnesota","Unknown",7.2
"691",2015,"July-September","Mississippi","Varroa mites",45.5
"692",2015,"July-September","Mississippi","Other pests/parasites",2.2
"693",2015,"July-September","Mississippi","Disesases",NA
"694",2015,"July-September","Mississippi","Pesticides",1.1
"695",2015,"July-September","Mississippi","Other",3.8
"696",2015,"July-September","Mississippi","Unknown",1.4
"697",2015,"July-September","Missouri","Varroa mites",11.1
"698",2015,"July-September","Missouri","Other pests/parasites",11.7
"699",2015,"July-September","Missouri","Disesases",3
"700",2015,"July-September","Missouri","Pesticides",2
"701",2015,"July-September","Missouri","Other",2.1
"702",2015,"July-September","Missouri","Unknown",1.4
"703",2015,"July-September","Montana","Varroa mites",52.5
"704",2015,"July-September","Montana","Other pests/parasites",16.4
"705",2015,"July-September","Montana","Disesases",10.7
"706",2015,"July-September","Montana","Pesticides",2.3
"707",2015,"July-September","Montana","Other",6.4
"708",2015,"July-September","Montana","Unknown",5.3
"709",2015,"July-September","Nebraska","Varroa mites",33.2
"710",2015,"July-September","Nebraska","Other pests/parasites",10.3
"711",2015,"July-September","Nebraska","Disesases",10.9
"712",2015,"July-September","Nebraska","Pesticides",13.2
"713",2015,"July-September","Nebraska","Other",4.6
"714",2015,"July-September","Nebraska","Unknown",4.3
"715",2015,"July-September","New Jersey","Varroa mites",7.2
"716",2015,"July-September","New Jersey","Other pests/parasites",1
"717",2015,"July-September","New Jersey","Disesases",0.1
"718",2015,"July-September","New Jersey","Pesticides",NA
"719",2015,"July-September","New Jersey","Other",1.1
"720",2015,"July-September","New Jersey","Unknown",0.7
"721",2015,"July-September","New Mexico","Varroa mites",61.2
"722",2015,"July-September","New Mexico","Other pests/parasites",55
"723",2015,"July-September","New Mexico","Disesases",55
"724",2015,"July-September","New Mexico","Pesticides",58
"725",2015,"July-September","New Mexico","Other",55.5
"726",2015,"July-September","New Mexico","Unknown",0.7
"727",2015,"July-September","New York","Varroa mites",40
"728",2015,"July-September","New York","Other pests/parasites",14.3
"729",2015,"July-September","New York","Disesases",5.7
"730",2015,"July-September","New York","Pesticides",17.1
"731",2015,"July-September","New York","Other",8.8
"732",2015,"July-September","New York","Unknown",1.5
"733",2015,"July-September","North Carolina","Varroa mites",33.9
"734",2015,"July-September","North Carolina","Other pests/parasites",27.9
"735",2015,"July-September","North Carolina","Disesases",0.7
"736",2015,"July-September","North Carolina","Pesticides",7.5
"737",2015,"July-September","North Carolina","Other",5.7
"738",2015,"July-September","North Carolina","Unknown",8.5
"739",2015,"July-September","North Dakota","Varroa mites",33.8
"740",2015,"July-September","North Dakota","Other pests/parasites",15.5
"741",2015,"July-September","North Dakota","Disesases",8.1
"742",2015,"July-September","North Dakota","Pesticides",12.3
"743",2015,"July-September","North Dakota","Other",4.1
"744",2015,"July-September","North Dakota","Unknown",3.7
"745",2015,"July-September","Ohio","Varroa mites",30.7
"746",2015,"July-September","Ohio","Other pests/parasites",8
"747",2015,"July-September","Ohio","Disesases",0.6
"748",2015,"July-September","Ohio","Pesticides",23.4
"749",2015,"July-September","Ohio","Other",1.6
"750",2015,"July-September","Ohio","Unknown",1.7
"751",2015,"July-September","Oklahoma","Varroa mites",1.6
"752",2015,"July-September","Oklahoma","Other pests/parasites",2.3
"753",2015,"July-September","Oklahoma","Disesases",0.1
"754",2015,"July-September","Oklahoma","Pesticides",0.1
"755",2015,"July-September","Oklahoma","Other",0.6
"756",2015,"July-September","Oklahoma","Unknown",0.4
"757",2015,"July-September","Oregon","Varroa mites",56
"758",2015,"July-September","Oregon","Other pests/parasites",20.8
"759",2015,"July-September","Oregon","Disesases",5.2
"760",2015,"July-September","Oregon","Pesticides",3.1
"761",2015,"July-September","Oregon","Other",4.8
"762",2015,"July-September","Oregon","Unknown",3.8
"763",2015,"July-September","Pennsylvania","Varroa mites",45.1
"764",2015,"July-September","Pennsylvania","Other pests/parasites",11.3
"765",2015,"July-September","Pennsylvania","Disesases",3.7
"766",2015,"July-September","Pennsylvania","Pesticides",5.1
"767",2015,"July-September","Pennsylvania","Other",7.2
"768",2015,"July-September","Pennsylvania","Unknown",0.8
"769",2015,"July-September","South Carolina","Varroa mites",58.4
"770",2015,"July-September","South Carolina","Other pests/parasites",31
"771",2015,"July-September","South Carolina","Disesases",18.3
"772",2015,"July-September","South Carolina","Pesticides",14.7
"773",2015,"July-September","South Carolina","Other",3.9
"774",2015,"July-September","South Carolina","Unknown",3
"775",2015,"July-September","South Dakota","Varroa mites",22
"776",2015,"July-September","South Dakota","Other pests/parasites",7.3
"777",2015,"July-September","South Dakota","Disesases",2
"778",2015,"July-September","South Dakota","Pesticides",7.1
"779",2015,"July-September","South Dakota","Other",1.9
"780",2015,"July-September","South Dakota","Unknown",5.7
"781",2015,"July-September","Tennessee","Varroa mites",50.8
"782",2015,"July-September","Tennessee","Other pests/parasites",38.4
"783",2015,"July-September","Tennessee","Disesases",0.5
"784",2015,"July-September","Tennessee","Pesticides",4.8
"785",2015,"July-September","Tennessee","Other",2.2
"786",2015,"July-September","Tennessee","Unknown",1
"787",2015,"July-September","Texas","Varroa mites",30.7
"788",2015,"July-September","Texas","Other pests/parasites",26
"789",2015,"July-September","Texas","Disesases",1.3
"790",2015,"July-September","Texas","Pesticides",19.4
"791",2015,"July-September","Texas","Other",4.7
"792",2015,"July-September","Texas","Unknown",5.2
"793",2015,"July-September","Utah","Varroa mites",40.1
"794",2015,"July-September","Utah","Other pests/parasites",25
"795",2015,"July-September","Utah","Disesases",41.6
"796",2015,"July-September","Utah","Pesticides",33.6
"797",2015,"July-September","Utah","Other",3.6
"798",2015,"July-September","Utah","Unknown",0.1
